S No,Slot,Course Code,Course Description,Course Credit,L,T,P,Course Co-Ordinator,Registered
48,A,CHL712,COMPUTER AIDED DESIGN IN CHEMICAL ENGINEERING,3,2,0,2,ANUPAM SHUKLA,21
49,A,CHL735,DESIGN OF SEPARATION PROCESSES,4,3,0,2,SUDDHASTWA BASU,23
50,B,CHL702,PLANT DESIGN,4,3,0,2,SREEDEVI UPADHYAYULA,36
51,B,CHL762,"MODELLING,SIMULATION AND CONTROL",4,3,0,2,D P RAO,17
52,B,CHL112,CHEMICAL PROCESS TECHNOLOGY,4,3,1,0,V V KRISHNAN,103
53,C,CHL392,POLYMER SCIENCE AND ENGINEERING,4,3,1,0,SUDIP KUMAR PATTANAYEK,36
54,C,CHL122,CHEMICAL REACTION ENGG. 1,4,3,1,0,K DP NIGAM,111
55,C,CHL869,APPLICATIONS OF COMPUTATIONAL FLUID DYNAMICS,3,2,0,2,RATAN MOHAN,22
56,C,CHL275,SAFETY AND HAZARDS IN THE PROCESS INDUSTRIES,4,3,1,0,ANIL KUMAR SAROHA,17
57,D,CHL751,MULTICOMPONENT MASS TRANSFER,3,3,0,0,RAJESH KHANNA,49
58,D,CHL721,ADVANCED CHEMICAL ENGG THERMODYNAICS,4,3,0,2,ANUPAM SHUKLA,27
59,D,CHL260,APPLICATIONS OF PROGRAMMING IN CHEMICAL ENGINEERIN,4,3,0,2,J K JAIN,40
60,E,CHL110,TRANSPORT PHENOMENA,4,3,1,0,S K GUPTA,218
61,E,CHL351,MASS TRANSFER OPERATIONS,4,3,1,0,SHAIK ABDUL MUNAWAR,74
62,E,CHL727,HETEROGENEOUS CATALYSIS AND CATALYTIC REACTORS,4,3,0,2,KAMAL KISHORE PANT,26
63,E,CHP301,FLUID MECHANICS & HEAT TRANSFER LAB,1.5,0,0,3,RATAN MOHAN,70
64,E,CHL471,PROCESS EQUIPMENT DESIGN AND ECONOMICS,4.5,3,0,3,O P AMAR,79
65,F,CHL830,ADVANCED COMPUTATIONAL TECHNIQUES IN CHEMICAL ENGI,3,2,0,2,JAYTI SARKAR,22
66,F,CHL332,FLUIDIZATION ENGINEERING,4,3,1,0,SHANTANU ROY,23
67,F,CHP311,DESIGN& LABORATORY PRACTICS,2,0,0,4,V V KRISHNAN,75
68,F,CHP303,CHEMICAL REACTION ENGINEERING AND PROCESS CONTROL,1.5,0,0,3,SHANTANU ROY,79
69,F,CHL202,PROCESS SYSTEMS ANALYSIS AND CONTROL,4,3,1,0,JAMES GOMES,28
70,F,CHL390,PROCESS UTILITIES AND PIPELINE DESIGN,4,3,0,2,B PITCHUMANI,84
71,F,CHL766,INTERFACIAL ENGG,3,3,0,0,A N BHASKARWAR,16
72,H,CHL731,INTRODUCTION TO SOFT MATTER,3,3,0,0,RAJESH KHANNA,83
73,H,CHL807,POPULATION BALANCE MODELLING,3,3,0,0,A N BHASKARWAR,7
74,P,CHC750,SEMINAR (CP),1,0,0,2,ANUPAM SHUKLA,15
75,P,CHD895,MAJOR PROJECT,40,0,0,80,ANIL KUMAR SAROHA,3
76,P,CHD864,MAJOR PROJECT PART 2 (CC),16,0,0,32,ANUPAM SHUKLA,2
77,P,CHP711,PROCESS DEVELOPMENT LAB,3,0,0,6,D P RAO,7
78,P,CHD780,MAJOR PROJECT PART-II,12,0,0,12,SUDDHASTWA BASU,22
79,P,CHC760,SEMINAR (CC),1,0,0,2,ANUPAM SHUKLA,13
80,P,CHD852,MAJOR PROJECT PART 2 (CP),14,0,0,28,ANUPAM SHUKLA,12
81,P,CHD854,MAJOR PROJECT PART 2 (CP),16,0,0,32,ANUPAM SHUKLA,1
82,P,CH892S,MAJOR PROJECT,12,0,0,24,ANUPAM SHUKLA,3
83,P,CHD411,MAJOR PROJECT PART 1 (CH),4,0,0,8,SREEDEVI UPADHYAYULA,1
84,P,CHD771,MINOR PROJECT,4,0,0,8,SUDDHASTWA BASU,19
85,P,CHD862,MAJOR PROJECT PART 2 (CC),14,0,0,28,ANUPAM SHUKLA,12
86,P,CHD412,MAJOR PROJECT PART 2 (CH),6,0,0,12,SREEDEVI UPADHYAYULA,40
87,A,CYL665,SOLID STATE CHEMISTRY,3,3,0,0,ASHOK KUMAR GANGULI,7
88,A,CYL562,ORGANIC SYNTHESIS,3,3,0,0,R N RAM,35
89,B,CYL726,CHEMINFORMATICS AND MOLECULAR MODELLING,3,3,0,0,B JAYARAM,19
90,B,CYL561,QUANTUM CHEMISTRY,3,3,0,0,CHARUSITA CHAKRAVARTY,36
91,C,CYL729,MATERIALS CHARACTERISATION: DIFFRACTION ETC,3,3,0,0,A RAMANAN,19
92,D,CYL110,PHYSICAL CHEMISTRY-CONCEPTS AND APPLICATIONS,4,3,1,0,NARAYANAN KURUR,146
93,D,CYL120,INORGANIC & ORGANIC CHEMISTRY-CONCEPTS & APPLNS,4,3,1,0,ANIL JACOB ELIAS,178
94,D,CYL677,SUPRAMOLECULAR CHEMISTRY,3,3,0,0,P S PANDEY,20
95,D,CYL563,TRANSITION & INNER TRANSITION METAL CHEMISTRY,3,3,0,0,D K BANDYOPADHYAY,35
96,E,CYL695,APPLIED BIOCATALYSIS,3,3,0,0,M N GUPTA,7
97,E,CYL564,BIOCHEMISTRY II,3,3,0,0,SUNIL KUMAR KHARE,34
98,F,CYL685,APPLIED ORGANOMETALLIC CHEMISTRY,3,3,0,0,A K SINGH,26
99,F,CYL566,PHYSICAL METHOD OF STRUCTURAL DETER OF ORG COMPD,3,3,0,0,N GRAMESH,36
100,H,CYL565,CHEMICAL DYNAMICS & SURFACE CHEMISTRY,3,3,0,0,SHASHANK DEEP,36
101,H,CYL727,INORGANAIC SYNTHESIS AND ANALYSIS,3,3,0,0,JAI DEO SINGH,18
102,P,CYP562,ORGANIC CHEMISTRY LAB COURSE II,2,0,0,4,R N RAM,34
103,P,CYD670,PROJECT PART II,8,0,0,16,SHASHANK DEEP,28
104,P,CYP563,INORGANIC CHEMISTRY LAB COURSE II,2,0,0,4,D K BANDYOPADHYAY,35
105,P,CYP564,BIOCHEMISTRY LAB COURSE II,2,0,0,4,M N GUPTA,34
106,P,CYP728,INORGANIC SYSNTHESIS AND ANALYSIS LAB,2,0,0,4,JAI DEO SINGH,3
107,P,CYP561,PHYSICAL CHEMISTRY LAB COURSE II,2,0,0,4,SHASHANK DEEP,34
108,Q,CYP100,CHEMISTRY LABORATORY,2,0,0,4,JAI DEO SINGH,304
109,A,CSL102,INTRODUCTION TO COMPUTER SCIENCE,4,3,0,2,S BANERJEE,91
110,A,CSL758,ADVANCE ALGORITHMS,4,3,1,0,NAVEEN GARG,58
111,A,CSL101,INTRO TO COMPUTERS AND PROGRAMMING,4,3,0,2,SAROJ KAUSHIK,230
112,B,CSL718,ARCH OF LARGE SYSTEMS,4,3,0,2,ANSHUL KUMAR,58
113,B,CSL356,ANALYSIS AND DESIGN OF ALGORITHMS,4,3,1,0,HUZUR SARAN,48
114,C,CSL632,INTRODUCTION TO DATA BASESYSTEMS,4,3,0,2,S K GUPTA,3
115,C,CSL332,INTRODUCTION TO DATABASE SYSTEMS,4.5,3,0,3,S K GUPTA,58
116,D,CSL858,ADVANCED COMPUTER NETWORKS,4,3,0,2,B N JAIN,30
117,D,CSL374,COMPUTER NETWORKS,4.5,3,0,3,VINAY JOSEPH RIBEIRO,42
118,E,CSL316,DIGITAL HARDWARE DESIGN,5,3,0,4,M BALAKRISHNAN,43
119,E,CSL201,DATA STRUCTURES,5,3,0,4,AMITABHA BAGCHI,166
120,F,CSL373,OPERATING SYSTEMS,5,3,0,4,KOLIN PAUL,42
121,H,CSL302,PROGRAMMING LANGUAGES,5,3,0,4,SANJIVA PRASAD,97
122,J,CSL705,THEORY OF COMPUTATION,4,3,1,0,S A KUMAR,32
123,M,CSL860,SPECIAL TOPICS IN PARALLEL COMPUTATION,3,3,0,0,SUBODH KUMAR,21
124,N,CSL863,SPECIAL TOPICS IN THEORETICAL COMPUTER SCIENCE,3,3,0,0,SANDEEP SEN,26
125,N,CSL812,HIGH LEVEL DESIGN & MODELING,3,3,0,0,PREETI RANJAN PANDA,18
126,P,CSS310,INDEPENDENT STUDY (CS),3,0,3,0,VINAY JOSEPH RIBEIRO,8
127,P,CSS799,INDEPENDENT STUDY,3,0,3,0,SANJIVA PRASAD,4
128,P,CSD745,MINOR PROJECT,4,0,1,6,SANJIVA PRASAD,22
129,P,CSD852,MAJOR PROJECT PART 2 (CO),14,0,0,28,AMIT KUMAR,14
130,P,CSD310,MINI PROJECT (CS),3,0,0,6,VINAY JOSEPH RIBEIRO,23
131,P,CSD412,MAJOR PROJECT PART 2 (CS),8,0,0,16,S K GUPTA,44
132,P,CSD851,MAJOR PROJECT PART 1 (CO),6,0,0,12,AMIT KUMAR,1
133,P,CSD854,MAJOR PROJECT PART 2 (CO),16,0,0,32,AMIT KUMAR,3
134,P,CSD750,MINOR PROJECT (CO),4,0,1,6,AMIT KUMAR,21
135,P,CSD895,MAJOR PROJECT,40,0,0,80,SANJIVA PRASAD,5
136,P,CSD893,MAJOR PROJECT PART - I,6,0,0,12,SANJIVA PRASAD,1
137,P,CSD894,MAJOR PROJECT PART-II,12,0,0,24,SANJIVA PRASAD,14
138,A,CEL832,DESIGN OF TALL BUILDINGS,3,2,1,0,A K NAGPAL,29
139,A,CEL702,SLOPE STABILIGY AND EARTH DAMS,3,3,0,0,JAGDISH TELANGRAO SHAHU,13
140,A,CEL749,WATER RESOURCES SYSTEMS,3,3,0,0,RAKESH KHOSA,6
141,A,CEL752,SLOPES AND FOUNDATIONS,3,3,0,0,JAGDISH TELANGRAO SHAHU,8
142,A,CEL776,FUNCTIONAL PLANN BLDG SERV.& MAINT MANAGEMENT,3,3,0,0,B BHATTACHARJEE,9
143,A,CEL784,DESIGN & MAINTENANCE OF PAVEMENTS,4,3,0,2,RAMACHANDRA RAO KALAGA,9
144,A,CEL796,ADVANCED WASTE WATER TREATMENT,3,3,0,0,ATUL KUMAR MITTAL,18
145,B,CEL797,ENVIRONMENTAL IMPACT ASSESSMENT,3,3,0,0,ARVIND KUMAR NEMA,39
146,B,CEL828,WIND RESISTANT DESIGN OF STRUCTURES,3,3,0,0,T K DATTA,21
147,B,CEL779,CONSTRUCTION ECONOMICS AND FINANCE,3,3,0,0,KUMAR NEERAJ JHA,43
148,B,CEL708,EARTH PRESSURES AND RETAINING STRUCTURES,3,3,0,0,JAGDISH TELANGRAO SHAHU,18
149,B,CEL212,ENVIRONMENTAL ENGINEERING,4,3,0,4,GAZALA HABIB,70
150,B,CEL843,TRAFFIC ENGINEERING & SIMULATION,3,2,0,2,RAMACHANDRA RAO KALAGA,7
151,C,CEL892,AIR QUALITY MODELLING,3,3,0,0,MUKESH KHARE,15
152,C,CEP200,DESIGN CONCEPTS IN CIVIL ENGG,2,0,0,4,SUPRATIC GUPTA,71
153,C,CEL747,GEOGRAPHIC INFORMATION SYSTEMS,3,2,0,2,A K GOSAIN,34
154,C,CEL722,SOLID MECHANICS IN STRUCTURAL ENGG,3,3,0,0,G S BANIPAL,29
155,C,CEL768,RECENT ADVANCES IN CONSTRUCTION MATERIALS,3,3,0,0,B BHATTACHARJEE,27
156,C,CEL760,FINITE ELEMENT METHOD IN GEOTECHNICAL ENGG,3,3,0,0,K G SHARMA,20
157,C,CEL785,ADVANCED TRANSPORTAION MODELLING,3,2,0,2,S K DEB,4
158,D,CEL786,GEOMETRIC DESIGN OF STREETS & HIGHWAYS,3,2,0,2,GEETAM TEWARI,8
159,D,CEL794,SOLID AND HAZARDOUS WASTE MANAGEMENT,3,3,0,0,BABU J ALAPPAT,17
160,D,CEL778,CONSTRUCTION METHODS AND EQUIPMENT,3,3,0,0,A K JAIN,50
161,D,CEL724,EARTHQUAKE ANALYSIS AND DESIGN,3,3,0,0,ASHOK GUPTA,31
162,D,CEL742,FINITE ELEMENTS IN WATER RESOURCES,3,3,0,0,N K GARG,6
163,D,CEL704,SHALLOW AND DEEP FOUNDATIONS,3,3,0,0,VENKATA RAMANA GUNTURI,18
164,D,CEL351,DESIGN OF HYDRAULIC STRUCTURES,3,2,0,2,DEO RAJ KAUSHAL,76
165,E,CEL423,DESIGNS OF FOUNDATION; EARTH AND EARTH RETAINING S,4,3,1,0,R AYOTHIRAMAN,25
166,E,CEL222,ENGG GEOLOGY & SOIL MECHANICS,5.5,3,1,3,VENKATA RAMANA GUNTURI,69
167,E,CEL332,DESIGN OF STEEL STRUCTURES,5,3,1,2,SUPRATIC GUPTA,73
168,E,CEL706,GEOSYNTHETICS,3,3,0,0,JAGDISH TELANGRAO SHAHU,14
169,E,CEL432,DESIGN OF PRESTRESSED CONCRETE AND INDUSTRIAL STRU,4,3,0,2,ALOK MADAN,42
170,E,CEL738,ADVANCED HYDRAULICS,3,3,0,0,SHASHI MATHUR,9
171,E,CEL767,CONSTRUCTION AND CONTRACT MANAGEMENT,3,3,0,0,J UMA MAHESWARI,62
172,E,CEL817,STRUCTURAL SAFETY & RELIABILITY,3,3,0,0,T K DATTA,1
173,E,CEL879,INDUSTRIAL WASTE MANAGEMENT & AUDIT,3,3,0,0,ATUL KUMAR MITTAL,7
174,F,CEL766,SYSTEMS DESIGN AND VALUE ANALYSIS,3,3,0,0,J UMA MAHESWARI,25
175,F,CEL744,GROUND WATER FLOW AND POLLUTION MODELLING,3,3,0,0,A KKESHARI,10
176,F,CEL466,CONSTRUCTION EQUIPMENT AND METHODS,3,2,1,0,A K JAIN,1
177,F,CEL718,DESIGN OF STEEL STRUCTURES,3,2,1,0,G S BANIPAL,22
178,F,CEL311,ADVANCED WATER AND WASTEWATER ENGINEERING,4,3,0,2,BABU J ALAPPAT,31
179,F,CEL232,CONCRETE MATERIAL & DESIGN,6,3,1,4,S N SINHA,71
180,F,CEL362,CONSTRUCTION MANAGEMENT,4,3,1,0,K CHANDRASHEKHAR IYER,65
181,F,CEL341,TRANSPORTATION ENGINEERING II,4,3,1,0,S K DEB,15
182,H,CEL443,TRANSPORTATION SAFETY AND ENVIRONMENT,3,3,0,0,GEETAM TEWARI,90
183,J,CEL746,HYDROELECTRIC ENGG,3,3,0,0,RAKESH KHOSA,8
184,K,CEP790,ADVANCED ENVIRONMENTAL ENGG LAB,4,1,0,6,ATUL KUMAR MITTAL,16
185,M,CEL844,TRANSPOTATION ECONOMICS & FINANCE,3,3,0,0,GEETAM TEWARI,17
186,P,CEP726,STRUCTURAL ENGG LAB,3,0,0,6,S N SINHA,21
187,P,CES870,INDEPENDENT STUDY,3,0,3,0,SUPRATIC GUPTA,1
188,P,CED892,MAJOR PROJECT PART-II,12,0,0,24,BABU J ALAPPAT,11
189,P,CED876,MAJOR PROJECT PART-II,12,0,0,24,KUMAR NEERAJ JHA,25
190,P,CED882,MAJOR PROJECT PART-II,12,0,0,24,GEETAM TEWARI,8
191,P,CED812,MAJOR PROJECT PART-II,12,0,0,24,JAGDISH TELANGRAO SHAHU,7
192,P,CED822,MAJOR PROJECT PART-II,12,0,0,24,G S BANIPAL,25
193,P,CED842,MAJOR PROJECT PART-II,12,0,0,24,RAKESH KHOSA,6
194,P,CED872,MAJOR PROJECT PART-II,12,0,0,24,J UMA MAHESWARI,16
195,P,CED310,MINI PROJECT (CE),3,0,0,6,ARVIND KUMAR NEMA,24
196,P,CED411,MAJOR PROJECT PART 1 (CE),3,0,0,6,ARVIND KUMAR NEMA,5
197,P,CED412,MAJOR PROJECT PART 2 (CE),7,0,0,14,ARVIND KUMAR NEMA,66
198,P,CED701,MINOR PROJECT,3,0,0,6,JAGDISH TELANGRAO SHAHU,1
199,R,CEC760,SEMINAR,3,0,0,6,KUMAR NEERAJ JHA,22
200,R,CEP775,CONSTRUCTION MATERIALS & INFORMATION TECH LAB,3,0,0,6,J UMA MAHESWARI,19
201,R,CEP752,ROCK MECHANICS LAB-II,3,0,0,6,K G SHARMA,6
202,R,CEP702,GEOENVIRONMENTAL AND GEOTECHNICAL ENGG LAB,3,0,0,6,R AYOTHIRAMAN,11
203,T,CEP770,COMPUTATION LAB FOR CONSTRUCTION MANAGMENT,3,0,0,6,J UMA MAHESWARI,23
204,A,EEL101,FUNDAMENTALS OF ELECT ENGG,4,3,0,2,SWADES KUMAR DE,150
205,A,EEL102,PRINCIPLES OF ELECT ENGG,4,3,0,2,S JANARDHANAN,158
206,A,EEL712,OPTICAL COMMUNICATION SYSTEMS,3,3,0,0,VINOD CHANDRA,13
207,A,EEL768,DETECTION AND ESTIMATION THEORY,3,3,0,0,S D JOSHI,33
208,A,EEL797,POWER SYSTEM DYNAMICS,3,3,0,0,NILANJAN SENROY,11
209,A,EEL818,TELECOMMUNICATION TECHNOLOGIES,3,3,0,0,SUBRAT KAR,11
210,A,EEL841,SOLID STATE CONTROLLERS OF DRIVES,3,3,0,0,BHIM SINGH,21
211,B,EEL896,POWER SYSTEM OPTIMIZATION,3,3,0,0,P R BIJWE,11
212,B,EEL772,OPTIMAL CONTROL THEORY,3,3,0,0,RKP BHATT,12
213,B,EEL745,ELECTRICAL DRIVES SYSTEMS,3,3,0,0,G BHUVANESWARI,21
214,B,EEL458,POWER SYSTEMS OPTIMIZATION,3,3,0,0,P R BIJWE,3
215,B,EEL703,COMPUTER NETWORKS,3,3,0,0,SUBRAT KAR,52
216,B,EEL301,CONTROL ENGINEERING I,4,3,1,0,MASHUQ-UN-NABI,93
217,C,EEL306,COMMUNICATION ENGG,4,3,1,0,RANJAN BOSE,84
218,C,EEL209,POWER ELECTRONICS DEVICES & CIRCUITS,4,3,1,0,G BHUVANESWARI,23
219,C,EEL375,EMBEDDED SYSTEMS,5,3,0,4,SANTANU CHAUDHURY,26
220,C,EEL602,OPERATING SYSTEMS,4,3,0,2,SUMANTRA DUTTA ROY,21
221,C,EEL842,POWER CONDITIONING,3,3,0,0,J K CHATTERJEE,15
222,C,EEL784,IC TECHNOLOGY,3,3,0,0,M JAGADESH KUMAR,28
223,D,EEL782,ANALOG INTEGRATED CIRCUITS,3,3,0,0,SHOURIBRATA CHATTERJEE,31
224,D,EEP204,ELECTRONICS LAB II,1.5,0,0,3,G S VISWESWARAN,78
225,D,EEL707,MULTIMEDIA SYSTEMS,4,3,0,2,M HANMANDLU,58
226,D,EEL716,TELECOMMUNICATION SWITCHING AND TRANSMISSION,3,3,0,0,H M GUPTA,10
227,D,EEL205,SIGNALS & SYSTEMS,4,3,1,0,S D JOSHI,169
228,D,EEL204,ANALOG ELECTRONICS CIRCUITS,4,3,1,0,G S VISWESWARAN,93
229,E,EEL203,ELECTROMECHANICS,4,3,1,0,S S MURTHY,125
230,E,EEL451,POWER SYSTEMS PROTECTION,3,3,0,0,BIJAYA KETAN PANIGRAHI,16
231,E,EEL316,DIGITAL COMMUNICATIONS,4,3,0,2,RANJAN KUMAR MALLIK,63
232,E,EEL731,DIGITAL SIGNAL PROCESSING-I,3,3,0,0,S C DUTTAROY,24
233,E,EEP211,DESIGN,2,0,0,4,MUMMADI VEERACHARY,64
234,E,EEP303,POWER ENGINEERING LABORATORY,1.5,0,0,3,SUKUMAR MISHRA,73
235,F,EEP305,DRIVES LABORATORY,1.5,0,0,3,MUMMADI VEERACHARY,19
236,F,EEP307,ELECTROMAGNETICS LABORATORY,1.5,0,0,3,MAHESH P ABEGAONKAR,69
237,F,EEP308,COMPUTER TECHNOLOGY LABORATORY,1.5,0,0,3,SANTANU CHAUDHURY,112
238,F,EEL829,SELECTIVE TOPICS IN ADV CONTROL & SYSTEM THEORY-I,3,3,0,0,MADAN GOPAL,8
239,F,EEL895,BROADBAND COMMUNICATION &INFORMATION SYSTEMS,3,3,0,0,VINOD CHANDRA,42
240,F,EEL322,INTEGRATED CIRCUITS TECHNOLOGY,3,3,0,0,MANISH SHARMA,18
241,F,EEL338,ANTENNAS AND PROPAGATION,3,3,0,0,MAHESH P ABEGAONKAR,29
242,F,EEL308,COMPUTER ARCHITECTURE,4,3,1,0,S MK RAHMAN,112
243,H,EEL404,FLEXIBLE AC TRANSMISSION SYSTEM,3,3,0,0,SUKUMAR MISHRA,9
244,H,EEL329,VLSI TECHNOLOGY AND DESIGN,4,3,0,2,BASABI BHAUMIK,11
245,H,EEL747,ELECTRICAL SYSTEMS FOR CONSTRUCTION INDUSTRIES,4,3,0,2,BHIM SINGH,33
246,H,EEL715,IMAGE PROCESSING,4,3,0,2,BREJESH LALL,27
247,H,EEL894,FLEXIBLE AC TRANSIMISSION SYSTEM,3,3,0,0,SUKUMAR MISHRA,28
248,J,EEL832,COMPUTER AIDED VLSI DESIGN,3,3,0,0,JAYADEVA,22
249,J,EEL796,POWER SYSTEM CONTROL AND INSTRUMENTATION,3,3,0,0,MOHAN LAL KOTHARI,22
250,J,EEL709,PATTERN RECOGNITION,3,3,0,0,MADAN GOPAL,40
251,J,EEL765,SONAR SYSTEMS ENGINEERING,3,3,0,0,RAJENDRA BAHL,5
252,J,EEL324,DIGITAL HARDWARE DESIGN,3,3,0,0,S MK RAHMAN,70
253,K,EEL787,MEMORY DESIGN AND TESTING,3,3,0,0,G S VISWESWARAN,23
254,M,EEL891,SELECTED TOPICS IN POWER SYSTEMS,3,3,0,0,ABHIJIT RAMCHANDRA ABHYANKAR,17
255,M,EEL843,COMP AIDED SIMULATION&DESIGN OF POWER EECT STSTENS,3,3,0,0,MUMMADI VEERACHARY,17
256,M,EEL860,WIRELESS COMMUNICATIONS,3,3,0,0,BREJESH LALL,25
257,M,EEL718,STATISTICAL SIGNAL PROCESSING,3,3,0,0,SHANKAR PRAKRIYA,24
258,M,EEL704,ROBOTICS AND AUTOMATION,3,3,0,0,INDRA NARAYAN KAR,16
259,P,EEL218,PHYSICAL ELECTRONICS,3,3,0,0,VIKAS RANA,1
260,P,EED895,MAJOR PROJECT,40,0,0,80,INDRA NARAYAN KAR,7
261,P,EED898,MAJOR PROJECT PART-II,12,0,0,24,BIJAYA KETAN PANIGRAHI,11
262,P,EED860,MINOR PROJECT,3,0,0,6,BREJESH LALL,27
263,P,EED862,MAJOR PROJECT PART-II,12,0,0,24,BREJESH LALL,7
264,P,EED876,MAJOR PROJECT PART-II,12,0,0,24,S JANARDHANAN,10
265,P,EED889,MAJOR PROJECT PART-II,12,0,0,24,G S VISWESWARAN,15
266,P,EED422,MAJOR PROJECT PART 2 (EP),7,0,0,14,SHANKAR PRAKRIYA,21
267,P,EED701,MINOR PROJECT,2,0,0,4,SUMANTRA DUTTA ROY,13
268,P,EED790,MINOR PROJECT,3,0,0,6,BIJAYA KETAN PANIGRAHI,12
269,P,EED802,MAJOR PROJECT PART-II,12,0,0,24,SUMANTRA DUTTA ROY,14
270,P,EED830,MINOR PROJECT,3,0,0,6,G S VISWESWARAN,4
271,P,EED841,MINOR PROJECT,3,0,0,6,J K CHATTERJEE,2
272,P,EED843,MAJOR PROJECT PART -II,12,0,0,24,J K CHATTERJEE,17
273,P,EED852,MAJOR PROJECT PART 2 (EI),14,0,0,28,M HANMANDLU,18
274,P,EED310,MINI PROJECT (EE),3,0,0,6,M JAGADESH KUMAR,35
275,P,EED320,MINI PROJECT (EP),3,0,0,6,M JAGADESH KUMAR,10
